"","rank","name","platform","year","genre","publisher","na_sales","eu_sales","jp_sales","other_sales","global_sales","platform_exclusive"
"9487",9660,"Monster Truck Madness","GBA","2003","Racing","THQ",0.09,0.03,0,0,0.12,"Exclusive"
"9488",9661,"Sonic Jam","SAT","1997","Platform","Sega",0,0,0.12,0,0.12,"Exclusive"
"9489",9662,"Puella Magi Madoka Magica Portable","PSP","2012","Role-Playing","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9490",9663,"Ninja Reflex","Wii","2008","Action","Electronic Arts",0.11,0.01,0,0.01,0.12,"Non-exclusive"
"9491",9664,"Peter Jacobsen's Golden Tee Golf","PS","2000","Sports","Infogrames",0.07,0.05,0,0.01,0.12,"Exclusive"
"9492",9665,"Calling","Wii","2009","Adventure","Konami Digital Entertainment",0.07,0.04,0,0.01,0.12,"Exclusive"
"9493",9666,"Marvel Avengers: Battle for Earth","WiiU","2012","Action","Ubisoft",0.07,0.04,0,0.01,0.12,"Non-exclusive"
"9494",9667,"Disney's Atlantis: The Lost Empire","GBA","2001","Platform","THQ",0.09,0.03,0,0,0.12,"Non-exclusive"
"9495",9668,"Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG","SAT","1998","Sports","Sega",0,0,0.12,0,0.12,"Exclusive"
"9496",9670,"Where the Wild Things Are","Wii","2009","Platform","Warner Bros. Interactive Entertainment",0.11,0,0,0.01,0.12,"Non-exclusive"
"9497",9671,"High Velocity: Mountain Racing Challenge","SAT","1995","Racing","Atlus",0,0,0.12,0,0.12,"Exclusive"
"9498",9672,"NHL 2K7","PS3","2006","Sports","Take-Two Interactive",0.11,0,0,0.01,0.12,"Non-exclusive"
"9499",9673,"Resident Evil","PS3","2006","Action","Capcom",0,0,0.12,0,0.12,"Non-exclusive"
"9500",9674,"Capcom vs. SNK 2: Millionaire Fighting 2001","DC","2001","Fighting","Capcom",0,0,0.12,0,0.12,"Exclusive"
"9501",9675,"Criticom","PS","1996","Fighting","Vic Tokai",0.07,0.05,0,0.01,0.12,"Exclusive"
"9502",9676,"SCORE International Baja 1000: The Official Game","X360","2008","Racing","Activision",0.11,0.01,0,0.01,0.12,"Non-exclusive"
"9503",9677,"Disney Sing It: Party Hits","PS3","2010","Misc","Disney Interactive Studios",0.1,0.01,0,0.01,0.12,"Non-exclusive"
"9504",9678,"Sleeping Dogs","PC","2012","Action","Square Enix",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9505",9679,"Mega Man X: Command Mission","GC","2004","Role-Playing","Capcom",0.1,0.02,0,0,0.12,"Non-exclusive"
"9506",9680,"Diner Dash: Sizzle & Serve","PSP","2007","Puzzle","Eidos Interactive",0.11,0,0,0.01,0.12,"Non-exclusive"
"9507",9681,"After Hours Athletes","PS3","2011","Sports","Sony Computer Entertainment",0,0.1,0,0.03,0.12,"Exclusive"
"9508",9682,"Lego Star Wars: The Force Awakens","PS3","2016","Action","Warner Bros. Interactive Entertainment",0.03,0.07,0,0.02,0.12,"Non-exclusive"
"9509",9683,"Worms 3D","PS2","2003","Strategy","Sega",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9510",9684,"Clock Tower: The First Fear","PS","1997","Adventure","Human Entertainment",0,0,0.12,0.01,0.12,"Exclusive"
"9511",9685,"Kidou Senshi Gundam Seed Battle Destiny","PSV","2012","Action","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9512",9686,"Godzilla Unleashed: Double Smash","DS","2007","Action","Atari",0.11,0,0,0.01,0.12,"Exclusive"
"9513",9687,"Star Trek: Conquest","Wii","2007","Strategy","Bethesda Softworks",0.11,0.01,0,0.01,0.12,"Exclusive"
"9514",9688,"Kilari: Na-san, Mon Meilleur Ami","DS","2006","Simulation","Konami Digital Entertainment",0,0,0.12,0,0.12,"Exclusive"
"9515",9689,"Strikers 1945","PS","1998","Shooter","Midas Interactive Entertainment",0.07,0.05,0,0.01,0.12,"Non-exclusive"
"9516",9690,"Ochaken no Heya DS","DS","2006","Simulation","MTO",0,0,0.12,0,0.12,"Exclusive"
"9517",9691,"Obscure: The Aftermath","Wii","2008","Action","Playlogic Game Factory",0.12,0,0,0.01,0.12,"Non-exclusive"
"9518",9692,"Galidor: Defenders of the Outer Dimension","GBA","2002","Action","Electronic Arts",0.09,0.03,0,0,0.12,"Exclusive"
"9519",9693,"Tom Clancy's Splinter Cell Trilogy","PS3","2011","Action","Ubisoft",0,0.1,0,0.03,0.12,"Exclusive"
"9520",9695,"Fire ProWrestling S: 6Men Scramble","SAT","1996","Fighting","Human Entertainment",0,0,0.12,0,0.12,"Exclusive"
"9521",9696,"Blackwater","X360","2011","Shooter","505 Games",0.09,0.02,0,0.01,0.12,"Exclusive"
"9522",9697,"Pryzm Chapter One: The Dark Unicorn","PS2","2002","Adventure","TDK Mediactive",0.06,0.05,0,0.02,0.12,"Exclusive"
"9523",9698,"Gundam Battle Royale","PSP","2006","Action","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9524",9699,"Solitaire & Mahjong","Wii","2009","Puzzle","Crave Entertainment",0.11,0,0,0.01,0.12,"Exclusive"
"9525",9700,"Zen-Nippon Pro Wrestling: Ouja no Kon","PS","1999","Fighting","Human Entertainment",0,0,0.12,0.01,0.12,"Exclusive"
"9526",9701,"NASCAR 2005: Chase for the Cup","GC","2004","Racing","Electronic Arts",0.1,0.02,0,0,0.12,"Non-exclusive"
"9527",9702,"Homefront: The Revolution","XOne","2016","Shooter","Deep Silver",0.05,0.07,0,0.01,0.12,"Non-exclusive"
"9528",9703,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi","PS2","2008","Misc","D3Publisher",0,0,0.12,0,0.12,"Exclusive"
"9529",9704,"Guilty Gear X","PS2","2001","Fighting","Sammy Corporation",0.06,0.05,0,0.02,0.12,"Exclusive"
"9530",9705,"Deadliest Catch: Sea of Chaos","Wii","2010","Sports","Crave Entertainment",0.12,0,0,0.01,0.12,"Non-exclusive"
"9531",9706,"One Piece: Pirate Warriors 2","PSV","2013","Action","Namco Bandai Games",0,0,0.12,0,0.12,"Non-exclusive"
"9532",9707,"NHL 2002","GBA","2002","Sports","Electronic Arts",0.09,0.03,0,0,0.12,"Non-exclusive"
"9533",9708,"Disney's PK: Out of the Shadows","PS2","2002","Platform","Ubisoft",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9534",9709,"Mugen no Frontier: Super Robot Taisen OG Saga EXCEED","DS","2010","Role-Playing","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9535",9710,"Karaoke Revolution","X360","2009","Misc","Konami Digital Entertainment",0.12,0,0,0.01,0.12,"Non-exclusive"
"9536",9711,"Echo Night","PS","1998","Adventure","From Software",0.03,0.02,0.07,0.01,0.12,"Exclusive"
"9537",9712,"Are You Smarter than a 5th Grader? Game Time","X360","2009","Puzzle","THQ",0.12,0,0,0.01,0.12,"Non-exclusive"
"9538",9713,"Rocket League","XOne","2016","Sports","505 Games",0.03,0.09,0,0.01,0.12,"Non-exclusive"
"9539",9714,"Wild ARMs 5 (jp sales)","PS2","2006","Role-Playing","505 Games",0,0,0.12,0,0.12,"Exclusive"
"9540",9715,"Tom Clancy's Splinter Cell: Blacklist","WiiU","2013","Action","Ubisoft",0.05,0.07,0,0.01,0.12,"Non-exclusive"
"9541",9716,"Gladiator Begins","PSP","2010","Action","PQube",0.05,0.01,0.05,0.01,0.12,"Exclusive"
"9542",9717,"Colony Wars III: Red Sun","PS","2000","Simulation","Psygnosis",0.07,0.05,0,0.01,0.12,"Exclusive"
"9543",9718,"Magic: The Gathering - Battlemage","PS","1997","Strategy","Acclaim Entertainment",0.07,0.05,0,0.01,0.12,"Exclusive"
"9544",9719,"The King of Fighters '94","NG","1994","Fighting","SNK",0,0,0.12,0,0.12,"Exclusive"
"9545",9720,"DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File","DS","2008","Adventure","Tecmo Koei",0,0,0.12,0,0.12,"Exclusive"
"9546",9721,"Puzzle Quest 2","DS","2010","Puzzle","D3Publisher",0.11,0,0,0.01,0.12,"Exclusive"
"9547",9722,"All Kamen Rider: Rider Generation","DS","2011","Action","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9548",9723,"The King of Fighters '98 Ultimate Match","PS2","2008","Fighting","Ignition Entertainment",0.04,0.03,0.03,0.01,0.12,"Exclusive"
"9549",9724,"Onechanbara: Bikini Zombie Slayers","Wii","2008","Action","D3Publisher",0.11,0,0,0.01,0.12,"Exclusive"
"9550",9725,"Puzzle Quest: Challenge of the Warlords","PS2","2007","Puzzle","D3Publisher",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9551",9726,"Angry Birds Star Wars","PSV","2013","Strategy","Activision",0.05,0.04,0,0.03,0.12,"Non-exclusive"
"9552",9727,"Guardian's Crusade","PS","1998","Role-Playing","Activision",0.07,0.05,0,0.01,0.12,"Exclusive"
"9553",9728,"Undead Knights","PSP","2009","Action","Ubisoft Annecy",0.05,0.01,0.06,0.01,0.12,"Exclusive"
"9554",9729,"Final Fantasy XIV: Heavensward","PS4","2015","Action","Square Enix",0,0.05,0.06,0.01,0.12,"Non-exclusive"
"9555",9730,"Lemony Snicket's A Series of Unfortunate Events","XB","2004","Platform","Activision",0.09,0.03,0,0,0.12,"Non-exclusive"
"9556",9731,"MotoGP 3 - Official Game of MotoGP","PS2","2003","Racing","Namco Bandai Games",0.06,0.05,0,0.02,0.12,"Exclusive"
"9557",9732,"Makai Kingdom: Chronicles of the Sacred Tome","PS2","2005","Role-Playing","Tecmo Koei",0.06,0.05,0,0.02,0.12,"Exclusive"
"9558",9733,"The Ant Bully","GC","2006","Platform","Midway Games",0.09,0.02,0,0,0.12,"Non-exclusive"
"9559",9734,"M&M's Kart Racing","DS","2008","Racing","Zoo Digital Publishing",0.11,0,0,0.01,0.12,"Non-exclusive"
"9560",9735,"Bomberman Party Edition","PS","1998","Puzzle","Virgin Interactive",0.07,0.05,0,0.01,0.12,"Exclusive"
"9561",9736,"Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi","3DS","2014","Misc","Namco Bandai Games",0,0,0.12,0,0.12,"Non-exclusive"
"9562",9737,"Dragon Ball Z: Battle of Z","PSV","2014","Fighting","Namco Bandai Games",0,0.04,0.06,0.02,0.12,"Non-exclusive"
"9563",9738,"Eyeshield 21: Max Devil Power","DS","2006","Role-Playing","Nintendo",0,0,0.12,0,0.12,"Exclusive"
"9564",9739,"Summon Night 3","PSP","2012","Role-Playing","Namco Bandai Games",0,0,0.12,0,0.12,"Non-exclusive"
"9565",9740,"O.D.T.: Escape... Or Die Trying","PS","1997","Adventure","Psygnosis",0.07,0.05,0,0.01,0.12,"Exclusive"
"9566",9741,"Madden NFL 06","DS","2005","Sports","Electronic Arts",0.11,0,0,0.01,0.12,"Non-exclusive"
"9567",9742,"Escape The Museum","Wii","2009","Adventure","Majesco Entertainment",0.11,0.01,0,0.01,0.12,"Non-exclusive"
"9568",9743,"Fuse (Insomniac)","PS3","2013","Shooter","Electronic Arts",0.06,0.04,0,0.02,0.12,"Non-exclusive"
"9569",9745,"Lunar: Dragon Song","DS","2005","Role-Playing","Rising Star Games",0.11,0,0,0.01,0.12,"Exclusive"
"9570",9746,"Break 'Em All","DS","2005","Puzzle","D3Publisher",0.11,0,0,0.01,0.12,"Exclusive"
"9571",9747,"WWE SmackDown vs Raw 2008","DS","2007","Fighting","THQ",0.11,0.01,0,0.01,0.12,"Non-exclusive"
"9572",9748,"MotoGP 14","PS3","2014","Racing","Milestone S.r.l.",0.04,0.06,0,0.02,0.12,"Non-exclusive"
"9573",9749,"Cars 2","PSP","2011","Racing","Disney Interactive Studios",0.1,0.01,0,0.01,0.12,"Non-exclusive"
"9574",9750,"Major League Baseball 2K8 Fantasy All-Stars","DS","2008","Sports","Take-Two Interactive",0.11,0,0,0.01,0.12,"Exclusive"
"9575",9752,"Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable","PSP","2007","Shooter","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9576",9753,"San Goku Shi V","SAT","1996","Strategy","Tecmo Koei",0,0,0.12,0,0.12,"Exclusive"
"9577",9754,"Puzzle Kingdoms","Wii","2009","Puzzle","Zoo Digital Publishing",0.11,0,0,0.01,0.12,"Non-exclusive"
"9578",9755,"The Lord of the Rings: Aragorn's Quest","DS","2010","Action","Warner Bros. Interactive Entertainment",0.1,0.02,0,0.01,0.12,"Non-exclusive"
"9579",9756,"WRC 5: FIA World Rally Championship","PS3","2015","Sports","Bigben Interactive",0.02,0.09,0,0.02,0.12,"Non-exclusive"
"9580",9757,"Red Faction II","XB","2003","Shooter","THQ",0.09,0.03,0,0,0.12,"Non-exclusive"
"9581",9758,"Daikaijyuu Monogatari II","SNES","1996","Role-Playing","Hudson Soft",0,0,0.12,0,0.12,"Exclusive"
"9582",9759,"Rock Band Track Pack Volume 2","PS2","2008","Misc","MTV Games",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9583",9760,"Voodoo Vince","XB","2003","Platform","Microsoft Game Studios",0.09,0.03,0,0,0.12,"Exclusive"
"9584",9761,"Bodycount","PS3","2011","Shooter","Codemasters",0.05,0.06,0,0.02,0.12,"Non-exclusive"
"9585",9762,"Gundam Memories: Tatakai no Kioku","PSP","2011","Action","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9586",9763,"Megamind: Ultimate Showdown","X360","2010","Action","THQ",0.07,0.04,0,0.01,0.12,"Non-exclusive"
"9587",9764,"Kaijuu Busters","DS","2009","Action","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9588",9765,"Neopets Petpet Adventures: The Wand of Wishing","PSP","2006","Adventure","Sony Computer Entertainment",0.11,0,0,0.01,0.12,"Exclusive"
"9589",9766,"Ferrari Challenge Trofeo Pirelli","PS2","2008","Racing","System 3 Arcade Software",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9590",9767,"Virtua Fighter CG Portrait Series Vol.4: Pai Chan","SAT","1995","Misc","Sega",0,0,0.12,0,0.12,"Exclusive"
"9591",9768,"Chase: Hollywood Stunt Driver","XB","2002","Racing","BAM! Entertainment",0.09,0.03,0,0,0.12,"Exclusive"
"9592",9769,"The X Files: Resist or Serve","PS2","2004","Adventure","Vivendi Games",0.06,0.05,0,0.02,0.12,"Exclusive"
"9593",9770,"Mobile Suit Gundam Side Story: Missing Link","PS3","2014","Action","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9594",9772,"Curious George","PS2","2006","Action","Namco Bandai Games",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9595",9773,"Crush3D","3DS","2012","Platform","Sega",0.07,0.04,0,0.01,0.12,"Exclusive"
"9596",9774,"Zathura","PS2","2005","Adventure","Take-Two Interactive",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9597",9775,"Lovely Lisa","DS","2007","Simulation","DHM Interactive",0.11,0,0,0.01,0.12,"Exclusive"
"9598",9776,"Medarot DS: Kabuto / Kuwagata Ver.","DS","2010","Role-Playing","Rocket Company",0,0,0.12,0,0.12,"Exclusive"
"9599",9777,"Mountain Sports","Wii","2009","Sports","Activision",0.11,0,0,0.01,0.12,"Exclusive"
"9600",9778,"Tenchu: Shadow Assassins","PSP","2009","Action","Ubisoft",0.03,0.03,0.05,0.01,0.12,"Non-exclusive"
"9601",9779,"NPPL: Championship Paintball 2009","X360","2008","Shooter","Activision Value",0.1,0.01,0,0.01,0.12,"Non-exclusive"
"9602",9780,"Lost Planet 3","X360","2013","Shooter","Capcom",0.07,0.04,0.01,0.01,0.12,"Non-exclusive"
"9603",9781,"Making History: The Great War","PSP","2010","Strategy","Namco Bandai Games",0,0,0.12,0,0.12,"Non-exclusive"
"9604",9782,"Shin Megami Tensei: Devil Survivor 2","3DS","2015","Role-Playing","Atlus",0,0.03,0.09,0,0.12,"Non-exclusive"
"9605",9783,"The God of War Trilogy","PS3","2010","Action","Sony Computer Entertainment",0,0.07,0.03,0.02,0.12,"Exclusive"
"9606",9784,"Dance Paradise","X360","2010","Misc","Mindscape",0.1,0.01,0,0.01,0.12,"Exclusive"
"9607",9785,"Backyard Baseball '10","DS","2009","Sports","Atari",0.11,0,0,0.01,0.12,"Non-exclusive"
"9608",9786,"Blazblue: Continuum Shift Extend","PSV","2011","Fighting","PQube",0.03,0.05,0.02,0.02,0.12,"Non-exclusive"
"9609",9787,"Cel Damage","XB","2001","Racing","Electronic Arts",0.09,0.03,0,0,0.12,"Non-exclusive"
"9610",9788,"Go! Sudoku","PSP","2005","Puzzle","Sony Computer Entertainment",0.11,0,0,0.01,0.12,"Exclusive"
"9611",9789,"Alice: Madness Returns","PC","2011","Adventure","Electronic Arts",0,0.1,0,0.02,0.12,"Non-exclusive"
"9612",9790,"SSX 3","GBA","2003","Sports","Electronic Arts",0.09,0.03,0,0,0.12,"Non-exclusive"
"9613",9791,"My Chinese Coach","DS","2008","Misc","Ubisoft",0.11,0.01,0,0.01,0.12,"Exclusive"
"9614",9792,"DiRT 2","DS","2009","Racing","Codemasters",0.06,0.04,0,0.01,0.12,"Non-exclusive"
"9615",9793,"Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B","DS","2007","Misc","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9616",9794,"The King of Fighters Collection: The Orochi Saga","Wii","2008","Fighting","Ignition Entertainment",0.11,0,0,0.01,0.12,"Non-exclusive"
"9617",9795,"Atelier Annie: Alchemists of Sera Island","DS","2009","Role-Playing","Gust",0.08,0,0.03,0.01,0.12,"Exclusive"
"9618",9796,"Breakdown","XB","2004","Adventure","Electronic Arts",0.09,0.03,0,0,0.12,"Exclusive"
"9619",9797,"Rush","PSP","2006","Racing","Midway Games",0.11,0,0,0.01,0.12,"Exclusive"
"9620",9798,"Ecco the Dolphin","GEN","1992","Adventure","Sega",0,0,0.12,0,0.12,"Exclusive"
"9621",9799,"The Legend of Heroes: Trails of Cold Steel II","PS3","2014","Role-Playing","Nippon Ichi Software",0.01,0,0.11,0,0.12,"Non-exclusive"
"9622",9800,"Looney Tunes: Sheep Raider","PS","2001","Platform","Infogrames",0.07,0.05,0,0.01,0.12,"Exclusive"
"9623",9801,"Yard Sale Hidden Treasures: Sunnyville","DS","2010","Puzzle","Konami Digital Entertainment",0.11,0,0,0.01,0.12,"Exclusive"
"9624",9802,"Harvest Moon 2 GBC","GB","1999","Simulation","Ubisoft",0,0,0.12,0,0.12,"Exclusive"
"9625",9803,"Killer is Dead","X360","2013","Action","Deep Silver",0.08,0.02,0.01,0.01,0.12,"Non-exclusive"
"9626",9804,"Lost in Shadow","Wii","2010","Platform","Konami Digital Entertainment",0.1,0,0.01,0.01,0.12,"Exclusive"
"9627",9805,"Cory in the House","DS","2007","Action","Disney Interactive Studios",0.11,0,0,0.01,0.12,"Exclusive"
"9628",9806,"X2: Wolverine's Revenge","GC","2003","Platform","Activision",0.09,0.02,0,0,0.12,"Non-exclusive"
"9629",9807,"McDROID","Wii","2011","Strategy","Namco Bandai Games",0,0,0.12,0,0.12,"Non-exclusive"
"9630",9808,"Gallop Racer 2000","PS","2000","Sports","Tecmo Koei",0,0,0.11,0.01,0.12,"Exclusive"
"9631",9809,"Showdown: Legends of Wrestling","XB","2004","Fighting","Acclaim Entertainment",0.09,0.03,0,0,0.12,"Non-exclusive"
"9632",9810,"Macross Triangle Frontier","PSP","2011","Action","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9633",9811,"Chessmaster: The Art of Learning","PSP","2008","Misc","Ubisoft",0.11,0,0,0.01,0.12,"Non-exclusive"
"9634",9812,"Petz Fantasy: Moonlight Magic","DS","2010","Simulation","Ubisoft",0.11,0,0,0.01,0.12,"Exclusive"
"9635",9813,"Gundam Breaker 3","PSV","2016","Action","Namco Bandai Games",0,0,0.12,0,0.12,"Non-exclusive"
"9636",9814,"My Farm Around the World","DS","2008","Simulation","Atari",0.11,0,0,0.01,0.12,"Exclusive"
"9637",9815,"Fat Princess: Fistful of Cake","PSP","2010","Action","Sony Computer Entertainment",0.08,0.02,0,0.02,0.12,"Exclusive"
"9638",9816,"Zubo","DS","2008","Misc","Electronic Arts",0.09,0.03,0,0.01,0.12,"Exclusive"
"9639",9818,"NFL QB Club 2001","N64","2000","Sports","Acclaim Entertainment",0.11,0.01,0,0,0.12,"Exclusive"
"9640",9819,"Earthworm Jim 3D","N64","1999","Platform","Interplay",0.1,0.02,0,0,0.12,"Exclusive"
"9641",9820,"Rocket: Robot on Wheels","N64","1999","Platform","Ubisoft",0.1,0.02,0,0,0.12,"Exclusive"
"9642",9821,"Densha De Go! 64","N64","1999","Simulation","Taito",0,0,0.05,0.07,0.12,"Exclusive"
"9643",9824,"Conception II: Children of the Seven Stars","3DS","2013","Role-Playing","Screenlife",0.09,0,0.03,0.01,0.12,"Non-exclusive"
"9644",9825,"Animal Genius","DS","2007","Puzzle","Ubisoft",0.11,0,0,0.01,0.12,"Exclusive"
"9645",9826,"Sega Soccer Slam","PS2","2002","Sports","Sega",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9646",9827,"Zenses: Rainforest","DS","2008","Puzzle","Game Factory",0.1,0.01,0,0.01,0.12,"Exclusive"
"9647",9828,"Dora the Explorer: Dora Saves the Mermaids","PS2","2008","Platform","Take-Two Interactive",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9648",9829,"Grand Theft Auto: San Andreas","X360","2008","Action","Take-Two Interactive",0.08,0.03,0,0.01,0.12,"Non-exclusive"
"9649",9830,"Phantasy Star Universe","X360","2006","Role-Playing","Sega",0.09,0.02,0,0.01,0.12,"Non-exclusive"
"9650",9831,"Skate City Heroes","Wii","2008","Sports","Zoo Digital Publishing",0.11,0,0,0.01,0.12,"Exclusive"
"9651",9832,"NASCAR Unleashed","X360","2011","Racing","Activision",0.11,0,0,0.01,0.12,"Non-exclusive"
"9652",9833,"2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race","GBA","2005","Racing","THQ",0.09,0.03,0,0,0.12,"Exclusive"
"9653",9834,"College Hoops 2K6","X360","2006","Sports","Take-Two Interactive",0.11,0,0,0.01,0.12,"Non-exclusive"
"9654",9835,"Mytran Wars","PSP","2009","Strategy","Deep Silver",0.08,0.02,0,0.02,0.12,"Exclusive"
"9655",9836,"MX vs. ATV Untamed","DS","2007","Racing","THQ",0.11,0,0,0.01,0.12,"Non-exclusive"
"9656",9837,"Prince of Persia: Rival Swords","PSP","2007","Action","Ubisoft",0.08,0.02,0,0.02,0.12,"Non-exclusive"
"9657",9838,"Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny","PSP","2011","Fighting","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9658",9839,"Gungnir: Mayari no Gunshin to Eiyuu Sensou","PSP","2011","Role-Playing","Atlus",0.07,0,0.04,0.01,0.12,"Exclusive"
"9659",9840,"Dodge Racing: Charger vs Challenger","Wii","2009","Racing","Zushi Games",0.11,0,0,0.01,0.12,"Non-exclusive"
"9660",9841,"Fate/Extra CCC","PSP","2013","Action","Marvelous Entertainment",0,0,0.12,0,0.12,"Exclusive"
"9661",9843,"MTV Sports: Pure Ride","PS","2000","Sports","THQ",0.07,0.05,0,0.01,0.12,"Exclusive"
"9662",9844,"Sonic Adventure 2","DC","2001","Platform","Sega",0,0,0.12,0,0.12,"Exclusive"
"9663",9845,"Burning Road","PS","1996","Racing","FunSoft",0.07,0.05,0,0.01,0.12,"Exclusive"
"9664",9846,"Slayers","SNES","1994","Role-Playing","Banpresto",0,0,0.12,0,0.12,"Exclusive"
"9665",9847,"Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental","DS","2010","Strategy","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9666",9848,"IndyCar Series","PS2","2003","Racing","Codemasters",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9667",9849,"Space Chimps","PS2","2008","Platform","Brash Entertainment",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9668",9850,"Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart","GBA","2005","Misc","Vivendi Games",0.09,0.03,0,0,0.12,"Exclusive"
"9669",9851,"Famicom Mini: TwinBee","GBA","2004","Shooter","Konami Digital Entertainment",0,0,0.12,0,0.12,"Exclusive"
"9670",9852,"4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship","DS","2005","Misc","Atari",0.11,0,0,0.01,0.12,"Exclusive"
"9671",9853,"Gladiator: Sword of Vengeance","PS2","2003","Action","Acclaim Entertainment",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9672",9854,"nail'd","PS3","2010","Racing","Deep Silver",0.08,0.02,0,0.02,0.12,"Non-exclusive"
"9673",9855,"PixelJunk Monsters Deluxe","PSP","2010","Strategy","Sony Computer Entertainment",0.11,0,0,0.01,0.12,"Exclusive"
"9674",9856,"Tom Clancy's EndWar","PSP","2008","Strategy","Ubisoft",0.1,0.01,0,0.01,0.12,"Non-exclusive"
"9675",9857,"Ultimate Card Games","GBA","2003","Misc","Telegames",0.09,0.03,0,0,0.12,"Exclusive"
"9676",9858,"Jikkyou Powerful Pro Yakyuu 8 Ketteiban","PS2","2001","Sports","Konami Digital Entertainment",0,0,0.12,0,0.12,"Exclusive"
"9677",9859,"Rubik's World","DS","2008","Puzzle","Game Factory",0.1,0.01,0,0.01,0.12,"Non-exclusive"
"9678",9860,"Lost Magic","DS","2006","Role-Playing","Ubisoft",0.09,0,0.02,0.01,0.12,"Exclusive"
"9679",9861,"Wallace & Gromit: Curse of the Were-Rabbit","PS2","2005","Adventure","Konami Digital Entertainment",0.06,0.05,0,0.02,0.12,"Non-exclusive"
"9680",9862,"DreamWorks Super Star Kartz","3DS","2011","Racing","Activision",0.08,0.03,0,0.01,0.12,"Non-exclusive"
"9681",9863,"Minute to Win It","DS","2010","Misc","Zoo Games",0.11,0,0,0.01,0.12,"Non-exclusive"
"9682",9864,"The Bible Game","GBA","2005","Misc","Crave Entertainment",0.09,0.03,0,0,0.12,"Non-exclusive"
"9683",9865,"NFL Head Coach","XB","2006","Sports","Electronic Arts",0.09,0.03,0,0,0.12,"Non-exclusive"
"9684",9866,"Pinball Hall of Fame: The Williams Collection","X360","2009","Misc","Crave Entertainment",0.11,0,0,0.01,0.12,"Non-exclusive"
"9685",9867,"Medarot 4: Kabuto / Kuwagata Version","GB","2001","Role-Playing","Imagineer",0,0,0.12,0,0.12,"Exclusive"
"9686",9868,"Backyard Sports Football: Rookie Rush","X360","2010","Sports","Atari",0.11,0,0,0.01,0.12,"Non-exclusive"
"9687",9869,"Sacred 3","PS3","2014","Role-Playing","Deep Silver",0.03,0.05,0.02,0.02,0.12,"Non-exclusive"
"9688",9871,"Vacation Isle: Beach Party","Wii","2010","Misc","Warner Bros. Interactive Entertainment",0.09,0.02,0,0.01,0.12,"Exclusive"
"9689",9872,"Fit in Six","Wii","2011","Sports","Ubisoft",0.11,0,0,0.01,0.12,"Non-exclusive"
"9690",9873,"Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces","PSP","2010","Shooter","Namco Bandai Games",0,0,0.12,0,0.12,"Exclusive"
"9691",9874,"Ed, Edd n Eddy: The Mis-Edventures","GBA","2005","Platform","Midway Games",0.08,0.03,0,0,0.12,"Non-exclusive"
"9692",9875,"Onimusha: Blade Warriors","PS2","2003","Fighting","Capcom",0.06,0.05,0,0.02,0.12,"Exclusive"
